potential_total_value_of_award,binned_potential_value,Last Contract Modification/Ammendment,recipient_state_name,extent_competed_code,product_or_service_code,award_type_code,program_activities_funding_this_award,woman_owned_business,minority_owned_business,other_minority_owned_business,contracting_officers_determination_of_business_size_code,number_of_offers_imputed
13000,Low,0,WASHINGTON,C,R606,B,00F8: IT / DATA MANAGEMENT,t,f,f,S,1
260283.33,Med,2,MISSOURI,D,F111,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
49500,Low,0,MASSACHUSETTS,D,C219,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,t,f,f,S,1
1190331.18,Med,12,CALIFORNIA,A,F115,C,00G7: FINANCIAL ASSISTANCE GRANTS / IAG MANAGEMENT;00MM: ADMIN: BIL MANAGEMENT AND OVERSIGHT,f,f,f,O,1
1600000,Med,12,COLORADO,F,F103,,,f,t,f,S,7
21688,Low,1,TENNESSEE,A,H399,C,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O,1
4371157,Med,34,TENNESSEE,A,R499,C,"0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;0062: FORENSICS SUPPORT;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",f,f,f,O,1
758550.2,High,9,MARYLAND,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
49999.92,Low,1,NEW JERSEY,F,H166,B,"00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;0306: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;0307: SUPERFUND:  ENFORCEMENT;0309: SUPERFUND:  FEDERAL FACILITIES;3050: COMPLIANCE MONITORING;3072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,S,3
51617.11,Low,2,CALIFORNIA,A,6640,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,2
295623.84,Med,1,VIRGINIA,A,F115,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
16800,Low,0,CALIFORNIA,F,6640,B,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O,1
58651.72,Low,2,MISSOURI,A,R429,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL",f,f,f,O,1
329171,Med,2,OHIO,D,R425,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,t,t,f,S,1
14422,Low,0,CALIFORNIA,G,J066,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,O,1
143618.4,Low,2,MINNESOTA,A,7H20,C,00C7: SUPERFUND: ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
130248,Low,3,COLORADO,D,F099,C,00C7: SUPERFUND: ENFORCEMENT,f,f,f,S,1
1000000,Med,4,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
580650,Med,4,VIRGINIA,A,F999,A,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
149795,Low,0,TENNESSEE,A,H399,C,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O,1
168990,Low,0,MARYLAND,D,R425,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",t,f,f,S,1
19132.8,Low,0,TENNESSEE,A,6665,C,0057: ENVIRONMENTAL JUSTICE,t,t,f,S,1
18700,Low,4,MICHIGAN,A,N071,A,0000: UNKNOWN;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O,1
266248.58,Med,8,WISCONSIN,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S,2
292583,Med,4,ALABAMA,D,R499,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,t,f,S,3
40736,Low,1,OHIO,A,F999,A,0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,f,f,f,O,1
17487.33,Low,0,PENNSYLVANIA,A,J049,C,0084: HUMAN HEALTH RISK ASSESSMENT;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O,1
266834.41,Med,2,VIRGINIA,A,F115,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
13875,Low,0,MARYLAND,D,7A21,C,"00G2: AUDITS, EVALUATIONS, AND INVESTIGATIONS",f,f,f,S,10
1351631.58,Med,18,PENNSYLVANIA,B,J059,D,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;0306: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;0602: FACILITIES INFRASTRUCTURE AND OPERATIONS;1001: PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK;3003: CATEGORICAL GRANT:  PUBLIC WATER SYSTEM SUPERVISION (PWSS),f,t,f,S,1
3757971,Med,9,VIRGINIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
53327,Low,1,CALIFORNIA,A,6630,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES",f,f,f,S,2
7724597.5,Med,1,CALIFORNIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,2
91887,Low,0,OHIO,F,6640,B,0057: ENVIRONMENTAL JUSTICE,f,f,f,O,7
44059.06,Low,1,VIRGINIA,A,7025,C,0000: UNKNOWN,f,f,f,O,2
70826.38,Low,5,CALIFORNIA,G,J066,B,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,S,1
43747.2,Low,2,VIRGINIA,D,R418,C,,f,f,f,S,1
140076.2,Low,1,OHIO,D,R425,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",t,t,f,S,1
40968.8,Low,3,NORTH CAROLINA,F,R499,B,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,S,1
216148.81,Low,0,COLORADO,A,C219,C,00J7: GREAT LAKES RESTORATION,f,f,f,O,1
3321.34,Low,0,CALIFORNIA,C,6640,B,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
250000,Med,0,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
130577.32,Low,0,NEW JERSEY,B,AJ11,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,t,f,S,1
8927371.56,Med,2,COLORADO,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,5
450336.74,High,0,MASSACHUSETTS,A,F999,A,0068: GEOGRAPHIC PROGRAM: OTHER,f,f,f,S,1
31286.18,Low,0,DISTRICT OF COLUMBIA,D,7A21,C,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",t,t,f,S,3
201044.97,Low,3,ILLINOIS,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,4
288367.96,Med,6,MISSOURI,A,R429,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
4885946.9,Med,12,PENNSYLVANIA,A,F108,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;00A1: RCRA:  WASTE MANAGEMENT;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C7: SUPERFUND: ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL",f,f,f,O,1
18900,Low,2,WISCONSIN,F,H366,B,0044: CIVIL ENFORCEMENT;0099: RCRA: CORRECTIVE ACTION;00A1: RCRA:  WASTE MANAGEMENT;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION;00J7: GREAT LAKES RESTORATION,f,f,f,O,1
1875847.46,Med,1,VIRGINIA,D,DA10,C,00F8: IT / DATA MANAGEMENT,f,t,t,S,1
195064.71,Low,5,VIRGINIA,A,B516,C,0089: NATIONAL ESTUARY PROGRAM / COASTAL WATERWAYS;00D4: SURFACE WATER PROTECTION,f,f,f,O,1
21455.02,Low,3,MISSOURI,D,F108,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
99803.5,Low,0,PENNSYLVANIA,D,AJ11,D,0084: HUMAN HEALTH RISK ASSESSMENT;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S,185
160000000,Med,33,VIRGINIA,A,C214,,,f,f,f,O,6
6498.69,Low,4,MASSACHUSETTS,A,D325,C,0000: UNKNOWN;0062: FORENSICS SUPPORT,f,f,f,O,1
38874.39,Low,1,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
949446,Med,1,PENNSYLVANIA,A,R429,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
1321628.67,Med,3,COLORADO,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
47650.41,Low,0,VIRGINIA,A,6640,C,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S,1
768602.08,Med,2,OHIO,,6830,,,f,f,f,O,1
300000,Med,6,PENNSYLVANIA,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C8: SUPERFUND:  EPA EMERGENCY PREPAREDNESS,f,f,f,O,1
228500,Low,2,MICHIGAN,A,R708,C,00J7: GREAT LAKES RESTORATION,t,f,f,S,2
1667252,Med,17,MASSACHUSETTS,A,R499,C,0046: CLIMATE PROTECTION PROGRAM;00CG: AIR POLLUTION;00ME: METHANE EMISSIONS;00ME: METHANE EMISSIONS AND WASTE RED,f,f,f,O,2
10124.16,Low,0,CONNECTICUT,A,W074,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT,f,f,f,O,1
245661.41,Low,1,CALIFORNIA,C,J066,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O,1
8350121.02,Med,19,MARYLAND,D,R408,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C7: SUPERFUND: ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL;0307: SUPERFUND:  ENFORCEMENT,f,f,t,S,1
38049.4,Low,0,CALIFORNIA,G,J066,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O,1
229062,Low,2,PENNSYLVANIA,A,R499,C,0017: CATEGORICAL GRANT:  TRIBAL AIR QUALITY MANAGEMENT;0045: CLEAN AIR ALLOWANCE TRADING PROGRAMS,f,f,f,O,1
16967.68,Low,0,DISTRICT OF COLUMBIA,A,DB10,C,00F8: IT / DATA MANAGEMENT,f,f,f,O,1
194298.05,Low,0,GEORGIA,F,F105,D,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,S,1
1714029,Med,6,MISSOURI,D,F999,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
100237.64,Low,4,MISSOURI,A,R429,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
41655.48,Low,0,VIRGINIA,A,R499,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,O,1
475000,Med,1,MISSOURI,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,3
1331000,Med,28,OHIO,D,F108,C,"0000: UNKNOWN;0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL",f,f,f,S,1
469236.19,Med,1,PENNSYLVANIA,A,R408,A,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O,2
54267.6,Low,7,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
125202.87,Low,0,GEORGIA,A,R429,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
109882.5,Low,1,VIRGINIA,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O,2
166330.23,Low,4,MISSOURI,A,R429,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
500000,Med,2,COLORADO,,8120,,,f,f,f,S,1
24125,Low,1,MASSACHUSETTS,F,8145,B,0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT,f,f,f,O,1
104550,Low,0,VIRGINIA,A,R408,A,0080: INFRASTRUCTURE ASSISTANCE:  CLEAN WATER SRF,f,f,f,O,2
5799620.53,Med,8,MARYLAND,D,C214,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
135750.83,Low,5,MINNESOTA,A,R708,C,00J7: GREAT LAKES RESTORATION,t,f,f,S,2
620653.16,Med,4,MASSACHUSETTS,A,F999,A,0057: ENVIRONMENTAL JUSTICE,f,f,f,O,1
48304.8,Low,1,MASSACHUSETTS,G,F101,B,0044: CIVIL ENFORCEMENT,f,f,f,O,1
256760,Med,1,TENNESSEE,A,H399,C,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O,1
61499210.57,Med,47,MARYLAND,A,DA10,C,0003: CATEGORICAL GRANT:  PUBLIC WATER SYSTEM SUPERVISION (PWSS);0008: CATEGORICAL GRANT:  UNDERGROUND INJECTION CONTROL  (UIC);0020: CATEGORICAL GRANT:  MULTIPURPOSE GRANTS;0021: CATEGORICAL GRANT:  ENVIRONMENTAL INFORMATION;0050: COMPLIANCE MONITORING;0053: DRINKING WATER PROGRAMS;0080: INFRASTRUCTURE ASSISTANCE:  CLEAN WATER SRF;0081: INFRASTRUCTURE ASSISTANCE:  DRINKING WATER SRF;0081: INFRASTRUCTURE ASSISTANCE:? DRINKING WATER SRF;00D4: SURFACE WATER PROTECTION;00F8: IT / DATA MANAGEMENT;00L8: SAFE WATER FOR SMALL AND DISADVANTAGES COMMUNITIES;00M6: SEWER OVERFLOW CONTROL GRANTS,f,t,f,S,4
39541,Low,0,OHIO,D,R425,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,t,t,f,S,1
12000,Low,0,DISTRICT OF COLUMBIA,C,R499,B,0046: CLIMATE PROTECTION PROGRAM,f,f,f,O,1
764124,Med,12,MARYLAND,D,R425,C,0076: INDOOR AIR:  RADON PROGRAM;0097: RADIATION:  PROTECTION;00H5: REDUCE RISKS FROM INDOOR AIR,t,f,f,S,1
80532,Low,0,,C,3590,B,00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O,1
493000,Med,1,OHIO,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,t,f,S,1
17810.98,Low,1,OREGON,F,S201,B,0000: UNKNOWN;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,t,f,f,S,5
250000,Med,0,DISTRICT OF COLUMBIA,,DA10,,,f,f,f,O,1
606331.7,Med,8,VIRGINIA,A,R499,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O,1
567000,Med,2,VIRGINIA,A,F999,A,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
999385,Med,3,RHODE ISLAND,D,R499,C,0088: MARINE POLLUTION;00E2: WETLANDS,f,f,f,S,3
1948284.46,Med,0,DISTRICT OF COLUMBIA,D,R424,,,f,f,f,S,1
66000,Low,0,MISSOURI,D,F999,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
11865.45,Low,2,OHIO,D,F108,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
4667500,Med,0,MICHIGAN,C,H966,D,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O,1
19289.5,Low,1,CALIFORNIA,F,7A20,B,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,t,f,S,3
16800,Low,0,CALIFORNIA,G,6640,B,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,S,1
27174.05,Low,0,MISSOURI,A,6640,C,00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S,3
10000,Low,1,MISSOURI,D,F111,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
230066,Low,0,MICHIGAN,D,Y1DB,C,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,S,1
2287512.39,Med,17,GEORGIA,C,R604,D,"0000: UNKNOWN;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C7: SUPERFUND: ENFORCEMENT;00C8: SUPERFUND:  EPA EMERGENCY PREPAREDNESS;00C9: SUPERFUND:  FEDERAL FACILITIES;00D2: SUPERFUND:  REMEDIAL;00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F3: ACQUISITION MANAGEMENT;00F5: HUMAN RESOURCES MANAGEMENT;00F8: IT / DATA MANAGEMENT;00G7: FINANCIAL ASSISTANCE GRANTS / IAG MANAGEMENT;00H2: SUPERFUND: FEDERAL FACILITIES ENFORCEMENT",f,f,f,O,1
35310,Low,0,ALABAMA,C,6640,B,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O,1
188853,Low,6,PENNSYLVANIA,A,R429,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,O,1
22821,Low,0,WASHINGTON,G,Z2PZ,A,0053: DRINKING WATER PROGRAMS;0057: ENVIRONMENTAL JUSTICE;0095: POLLUTION PREVENTION PROGRAM;00A1: RCRA:  WASTE MANAGEMENT;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT,f,f,f,S,1
733383,Med,11,VIRGINIA,A,R499,C,0000: UNKNOWN;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O,1
142821.54,Low,5,MASSACHUSETTS,A,J066,C,0044: CIVIL ENFORCEMENT;0050: COMPLIANCE MONITORING;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;0088: MARINE POLLUTION;0089: NATIONAL ESTUARY PROGRAM / COASTAL WATERWAYS;0099: RCRA: CORRECTIVE ACTION;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C7: SUPERFUND: ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION,f,f,f,O,1
45000,Low,0,MASSACHUSETTS,A,F108,A,"00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE;00G7: FINANCIAL ASSISTANCE GRANTS / IAG MANAGEMENT",f,f,f,O,1
42920.64,Low,1,VIRGINIA,A,R431,A,00F5: HUMAN RESOURCES MANAGEMENT,f,t,f,S,1
1301778.4,Med,10,VIRGINIA,D,D399,C,0000: UNKNOWN;0003: CATEGORICAL GRANT:  PUBLIC WATER SYSTEM SUPERVISION (PWSS);0053: DRINKING WATER PROGRAMS;00D4: SURFACE WATER PROTECTION,t,f,f,S,1
37170,Low,0,VIRGINIA,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O,2
288953.04,Med,4,VIRGINIA,A,B516,C,00D4: SURFACE WATER PROTECTION,f,f,f,O,1
171464.87,Low,3,VIRGINIA,B,R699,C,"00E8: CONGRESSIONAL, INTERGOVERNMENTAL, EXTERNAL RELATIONS;00G5: SCIENCE ADVISORY BOARD",t,f,f,S,1
15638,Low,0,FLORIDA,A,DH10,C,00F5: HUMAN RESOURCES MANAGEMENT,f,f,f,S,1
123681.26,Low,2,CALIFORNIA,G,J066,B,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",f,f,f,O,1
3604815.53,Med,8,VIRGINIA,A,B504,C,00C9: SUPERFUND:  FEDERAL FACILITIES;00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
335216.73,High,5,VIRGINIA,A,B504,C,0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,f,f,f,O,1
217841.05,Low,3,MASSACHUSETTS,A,J066,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O,1
3174344.48,Med,10,OKLAHOMA,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
493581.44,High,20,VIRGINIA,A,R408,C,"0000: UNKNOWN;00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O,1
463326,Med,5,TENNESSEE,A,R499,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,O,1
40765.78,Low,5,CALIFORNIA,C,7030,B,0000: UNKNOWN;00D7: TOXIC SUBSTANCES:  LEAD RISK REDUCTION PROGRAM;00G4: REGIONAL SCIENCE AND TECHNOLOGY;0404: SURFACE WATER PROTECTION,f,f,f,S,1
24999,Low,2,VIRGINIA,F,R418,B,0000: UNKNOWN;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,S,1
245341,Low,12,ILLINOIS,A,R429,C,"0000: UNKNOWN;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL",f,f,f,O,1
39271.61,Low,0,MARYLAND,F,6640,B,0044: CIVIL ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL,f,f,f,O,4
373726411.7,Med,279,COLORADO,A,C215,D,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C7: SUPERFUND: ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL;0306: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;0307: SUPERFUND:  ENFORCEMENT;0402: SUPERFUND:  REMEDIAL,f,f,f,O,4
29974081.36,High,65,VIRGINIA,A,B509,D,"0063: GEOGRAPHIC PROGRAM:  CHESAPEAKE BAY;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00D4: SURFACE WATER PROTECTION;00E2: WETLANDS",f,f,f,O,1
462964.16,High,2,VIRGINIA,A,F115,C,0088: MARINE POLLUTION;00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
1518420,Med,6,WASHINGTON,B,S111,C,00D4: SURFACE WATER PROTECTION;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O,1
947366,Med,3,TEXAS,D,B510,C,00J1: PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK;00J2: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK,f,f,f,S,1
563633,Med,9,MICHIGAN,A,F999,C,00D4: SURFACE WATER PROTECTION,f,f,f,O,1
1415010.63,Med,9,MASSACHUSETTS,A,F999,C,0088: MARINE POLLUTION;0089: NATIONAL ESTUARY PROGRAM / COASTAL WATERWAYS;00D4: SURFACE WATER PROTECTION;00K2: GEOGRAPHIC PROGRAM: SOUTH FLORIDA,f,f,f,O,1
25566235.94,Med,100,MASSACHUSETTS,A,F999,D,"0000: UNKNOWN;0046: CLIMATE PROTECTION PROGRAM;0053: DRINKING WATER PROGRAMS;0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION;0095: POLLUTION PREVENTION PROGRAM;00A4: REGULATORY INNOVATION;00D4: SURFACE WATER PROTECTION;00G9: SMALL BUSINESS OMBUDSMAN;00H9: REGULATORY/ECONOMIC-MANAGEMENT AND ANALYSIS;00J1: PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK;00J2: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK;00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00MM: ADMIN: BIL MANAGEMENT AND OVERSIGHT;0104: INTEGRATED ENVIRONMENTAL STRATEGIES;0709: SMALL BUSINESS OMBUDSMAN;0809: REGULATORY/ECONOMIC-MANAGEMENT AND ANALYSIS;1108: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;3045: CLEAN AIR ALLOWANCE TRADING PROGRAMS;3046: CLIMATE PROTECTION PROGRAM;3058: FEDERAL STATIONARY SOURCE REGULATIONS;3059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;3088: MARINE POLLUTION;3089: NATIONAL ESTUARY PROGRAM / COASTAL WATERWAYS",f,f,f,O,1
178318,Low,2,OHIO,D,R425,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",t,t,f,S,1
82924.03,Low,9,ILLINOIS,D,F108,C,00C9: SUPERFUND:  FEDERAL FACILITIES,f,f,f,S,5
165000,Low,3,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,3
526806,Med,4,OHIO,D,R425,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,t,t,f,S,1
