potential_total_value_of_award,recipient_state_name,extent_competed_code,product_or_service_code,award_type_code,program_activities_funding_this_award,woman_owned_business,minority_owned_business,other_minority_owned_business,contracting_officers_determination_of_business_size_code
127602.24,VIRGINIA,A,B504,C,0099: RCRA: CORRECTIVE ACTION,f,f,f,O
1138330,MISSOURI,A,R429,C,"0000: UNKNOWN;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL",f,f,f,O
47523.89,CALIFORNIA,F,6640,B,00D2: SUPERFUND:  REMEDIAL;00G4: REGIONAL SCIENCE AND TECHNOLOGY,t,t,f,S
450000000,VIRGINIA,A,C219,,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
20656.72,VIRGINIA,D,7A21,C,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION,f,t,t,S
3575160,DISTRICT OF COLUMBIA,A,R418,C,00L5: WATER INFRASTRUCTURE FINANCE AND INNOVATION,f,f,f,O
2258437.08,MASSACHUSETTS,B,S206,D,"0000: UNKNOWN;00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",f,t,f,S
4352912.2,DELAWARE,A,F999,,,f,t,f,S
65512.12,TEXAS,F,6640,B,00J3: PESTICIDES: REALIZE THE VALUE OF PESTICIDE AVAILABILITY,t,f,f,S
352405.41,VIRGINIA,A,F115,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
6048194.76,ALASKA,B,S206,D,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,t,f,S
40000,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
135821,MASSACHUSETTS,A,R425,C,0081: INFRASTRUCTURE ASSISTANCE:  DRINKING WATER SRF;0081: INFRASTRUCTURE ASSISTANCE:? DRINKING WATER SRF,f,f,f,O
5000,FLORIDA,D,R606,,,f,f,f,S
48254,FLORIDA,F,6640,B,0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT,f,t,f,S
200000,ON,G,B505,B,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
390692.51,VIRGINIA,A,R499,C,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION,f,f,f,O
108973,VIRGINIA,A,F115,A,0081: INFRASTRUCTURE ASSISTANCE:  DRINKING WATER SRF,f,f,f,O
38846.7,CALIFORNIA,A,6640,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",f,f,f,S
28234.4,VIRGINIA,A,R608,A,00A1: RCRA:  WASTE MANAGEMENT;00F5: HUMAN RESOURCES MANAGEMENT,f,f,f,O
27185,FLORIDA,C,J066,B,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O
56299.65,MARYLAND,D,R408,C,00F8: IT / DATA MANAGEMENT,f,f,t,S
2478170,TENNESSEE,A,R499,C,0099: RCRA: CORRECTIVE ACTION;00A1: RCRA:  WASTE MANAGEMENT;00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
99900,LOUISIANA,A,1940,C,00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION;00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,S
7609120.17,NEW YORK,C,R499,D,0000: UNKNOWN;0010: CATEGORICAL GRANT:  LEAD;00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION;00D7: TOXIC SUBSTANCES:  LEAD RISK REDUCTION PROGRAM,f,f,f,O
165170.04,PENNSYLVANIA,A,R429,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,O
10800,KANSAS,A,J063,,,f,f,f,S
250000,MISSOURI,D,F999,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,S
175500,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
185958.81,COLORADO,D,F099,C,00C7: SUPERFUND: ENFORCEMENT,f,f,f,S
59088.27,VIRGINIA,D,AJ11,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,S
163756,VIRGINIA,A,F999,A,0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT,f,f,f,S
113999,MAINE,F,6710,B,0057: ENVIRONMENTAL JUSTICE,f,f,f,S
150390.84,MICHIGAN,F,AH51,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O
148128,VIRGINIA,A,AJ11,C,"0006: CATEGORICAL GRANT:  POLLUTION CONTROL (SEC. 106);00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",f,f,f,O
24962.45,VIRGINIA,D,7B20,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,S
14070,CALIFORNIA,C,J066,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O
0,TEXAS,A,7030,,,f,f,f,O
38916,FLORIDA,G,J066,B,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
12208.74,CALIFORNIA,C,6640,B,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
111735,MASSACHUSETTS,A,R499,C,0046: CLIMATE PROTECTION PROGRAM,f,f,f,O
2269177.97,VIRGINIA,A,R425,A,"0000: UNKNOWN;0053: DRINKING WATER PROGRAMS;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",f,f,f,O
150000,PUERTO RICO,G,R499,D,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
1650000,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
73927.4,PENNSYLVANIA,A,J049,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O
6180828,MASSACHUSETTS,A,R425,C,0080: INFRASTRUCTURE ASSISTANCE:  CLEAN WATER SRF,f,f,f,O
287117,NORTH CAROLINA,A,R799,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
172530,VIRGINIA,A,R408,A,0063: GEOGRAPHIC PROGRAM:  CHESAPEAKE BAY,f,f,f,O
13400,OHIO,G,7A20,B,00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,t,t,f,O
104732.2,VIRGINIA,A,R699,C,0052: CRIMINAL ENFORCEMENT,f,f,f,O
14497,VIRGINIA,A,R617,A,00F8: IT / DATA MANAGEMENT,f,t,f,S
60206.11,MICHIGAN,A,7110,A,"00E8: CONGRESSIONAL, INTERGOVERNMENTAL, EXTERNAL RELATIONS",f,f,f,O
21000,NEW JERSEY,C,W099,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,S
5622535,MARYLAND,A,D399,C,"0000: UNKNOWN;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0602: FACILITIES INFRASTRUCTURE AND OPERATIONS;3059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;3072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;3076: INDOOR AIR:  RADON PROGRAM",f,f,f,O
59541,CALIFORNIA,F,R499,B,0104: INTEGRATED ENVIRONMENTAL STRATEGIES,f,f,f,S
2122341,COLORADO,A,F999,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,O
90472.81,VIRGINIA,F,R499,B,00F9: LEGAL ADVICE: ENVIRONMENTAL PROGRAM,f,f,f,O
343993,MARYLAND,D,C214,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,S
130000,MASSACHUSETTS,A,F999,A,00A2: RCRA:  WASTE MINIMIZATION & RECYCLING;00D2: SUPERFUND:  REMEDIAL,f,f,f,O
1616036,VIRGINIA,A,R425,C,0042: BEACH / FISH PROGRAMS;00D4: SURFACE WATER PROTECTION;00J7: GREAT LAKES RESTORATION,f,f,f,O
43312.5,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
98475,OHIO,B,F015,C,0008: CATEGORICAL GRANT:  UNDERGROUND INJECTION CONTROL  (UIC),t,t,f,S
14369,VIRGINIA,G,6640,B,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,S
11686.5,,G,7A21,B,0084: HUMAN HEALTH RISK ASSESSMENT;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O
200000,KENTUCKY,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
526595.9,COLORADO,A,R429,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
99997.89,CALIFORNIA,D,AJ11,D,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S
479513.35,GEORGIA,A,R429,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
790590,OHIO,D,R425,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",t,t,f,S
666140,MARYLAND,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
105000,SOUTH CAROLINA,G,7A21,B,00A1: RCRA:  WASTE MANAGEMENT,f,f,f,O
1070595.12,PENNSYLVANIA,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
10628.28,CALIFORNIA,F,6640,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,S
954353,CALIFORNIA,A,R425,A,00D4: SURFACE WATER PROTECTION,f,f,f,O
980745,TENNESSEE,A,H399,C,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O
2543700.2,VIRGINIA,A,R499,C,0000: UNKNOWN;00J7: GREAT LAKES RESTORATION;1007: GREAT LAKES RESTORATION,f,f,f,O
12511.3,VIRGINIA,A,6640,C,00D2: SUPERFUND:  REMEDIAL;00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,S
1038572.18,VIRGINIA,D,T001,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",t,f,f,S
6092659,VIRGINIA,A,7030,C,"0000: UNKNOWN;00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;1106: RESEARCH: AIR, CLIMATE AND ENERGY;1108: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O
433976,MASSACHUSETTS,A,R499,C,0053: DRINKING WATER PROGRAMS,f,f,f,O
18118.25,PENNSYLVANIA,F,6640,B,0054: ENDOCRINE DISRUPTORS,f,f,f,O
99247,MASSACHUSETTS,A,R499,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
28142125.04,COLORADO,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
1861495.61,VIRGINIA,A,D321,C,0000: UNKNOWN;0063: GEOGRAPHIC PROGRAM:  CHESAPEAKE BAY;3063: GEOGRAPHIC PROGRAM:  CHESAPEAKE BAY,f,f,f,O
9728.01,PENNSYLVANIA,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
73154.56,COLORADO,A,R499,C,0099: RCRA: CORRECTIVE ACTION,f,f,f,S
135201.99,NEW HAMPSHIRE,G,6665,B,0044: CIVIL ENFORCEMENT;0057: ENVIRONMENTAL JUSTICE,f,f,f,O
16550.16,PENNSYLVANIA,A,6640,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O
1532324,VIRGINIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
168748.99,MICHIGAN,D,C1DB,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,t,f,f,S
11580,MINNESOTA,F,F108,B,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S
463491,MASSACHUSETTS,A,R425,C,0053: DRINKING WATER PROGRAMS;00D4: SURFACE WATER PROTECTION,f,f,f,O
1185042.01,VIRGINIA,A,C214,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,O
729443.5,ALABAMA,D,R499,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
49184.09,MISSOURI,A,R429,C,"0000: UNKNOWN;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C8: SUPERFUND:  EPA EMERGENCY PREPAREDNESS",f,f,f,O
22879.78,CALIFORNIA,A,6640,C,0044: CIVIL ENFORCEMENT;0050: COMPLIANCE MONITORING;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;0099: RCRA: CORRECTIVE ACTION;00D4: SURFACE WATER PROTECTION,f,f,f,S
150228.73,OHIO,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,t,f,S
625000,MISSOURI,D,F111,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
108412.48,MICHIGAN,D,C1DB,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,t,f,f,S
32517,NEW YORK,F,5340,B,0052: CRIMINAL ENFORCEMENT,t,t,f,S
89085.85,MISSOURI,A,R429,C,"0000: UNKNOWN;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C8: SUPERFUND:  EPA EMERGENCY PREPAREDNESS",f,f,f,O
49221,NEW YORK,A,R710,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
62000,OHIO,G,6830,A,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O
61212.5,VIRGINIA,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
188330.74,WISCONSIN,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
1806370.58,MARYLAND,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
33495,VIRGINIA,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
18000,NEBRASKA,A,R612,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O
37024.3,CALIFORNIA,A,R604,C,0000: UNKNOWN;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;0602: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O
50000,DISTRICT OF COLUMBIA,C,R499,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",f,f,f,O
360000,MISSOURI,D,F999,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
108541.28,VIRGINIA,A,B516,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
40000,VIRGINIA,G,R499,B,"0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION;00A1: RCRA:  WASTE MANAGEMENT;00D2: SUPERFUND:  REMEDIAL;00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F5: HUMAN RESOURCES MANAGEMENT;00F8: IT / DATA MANAGEMENT;00G6: SMALL MINORITY BUSINESS ASSISTANCE",f,t,f,O
90949.96,OREGON,D,7A21,C,0045: CLEAN AIR ALLOWANCE TRADING PROGRAMS;0046: CLIMATE PROTECTION PROGRAM;0058: FEDERAL STATIONARY SOURCE REGULATIONS;00H9: REGULATORY/ECONOMIC-MANAGEMENT AND ANALYSIS,f,t,f,S
35000000,MASSACHUSETTS,C,F999,,,f,f,f,O
173597.44,CALIFORNIA,C,J066,B,00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O
48986.44,COLORADO,D,F099,C,00C7: SUPERFUND: ENFORCEMENT,f,f,f,S
7024.5,AB,A,F999,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
4807412.2,TEXAS,D,F999,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL,f,t,f,S
35946,MASSACHUSETTS,A,F108,A,"0000: UNKNOWN;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,O
11248.45,WASHINGTON,F,R614,B,0000: UNKNOWN;00F8: IT / DATA MANAGEMENT,f,t,f,S
213148,VIRGINIA,A,R499,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,O
1750000,MARYLAND,,T006,,,f,f,f,S
503140.94,VIRGINIA,A,R499,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,O
41347068,PENNSYLVANIA,A,R499,,,f,f,f,O
200000,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
750000,MICHIGAN,C,R404,D,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL",f,f,f,O
22625,MINNESOTA,F,J041,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S
20844.12,CALIFORNIA,G,J066,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,O
10225,TEXAS,G,7A21,B,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O
18377,MASSACHUSETTS,A,R499,C,0084: HUMAN HEALTH RISK ASSESSMENT,f,f,f,O
137500,WASHINGTON,G,6640,B,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S
19553366.98,MARYLAND,A,F108,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,S
3300000,DISTRICT OF COLUMBIA,A,R499,,,f,t,f,S
129475,NEW YORK,G,R499,B,0045: CLEAN AIR ALLOWANCE TRADING PROGRAMS,f,f,f,O
16650,NEW YORK,A,6640,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,S
1452930.06,MASSACHUSETTS,C,F115,C,0044: CIVIL ENFORCEMENT;0050: COMPLIANCE MONITORING;0057: ENVIRONMENTAL JUSTICE;00D8: TRI / RIGHT TO KNOW,f,f,f,O
11664,MINNESOTA,F,S205,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
2798000,NEW YORK,A,R418,C,00L5: WATER INFRASTRUCTURE FINANCE AND INNOVATION,f,f,f,O
654150,VIRGINIA,A,F999,A,0099: RCRA: CORRECTIVE ACTION;00A1: RCRA:  WASTE MANAGEMENT,f,f,f,S
493010.27,GEORGIA,A,R429,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
427766,MARYLAND,D,C219,C,00J7: GREAT LAKES RESTORATION,f,f,f,S
56722.79,CALIFORNIA,A,B510,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
31282,WASHINGTON,A,DC10,C,0044: CIVIL ENFORCEMENT;0050: COMPLIANCE MONITORING;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;0088: MARINE POLLUTION;0089: NATIONAL ESTUARY PROGRAM / COASTAL WATERWAYS;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C7: SUPERFUND: ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL,f,f,f,S
8916.95,MASSACHUSETTS,F,F113,A,0044: CIVIL ENFORCEMENT,t,f,f,O
65343.29,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
15967508,TEXAS,A,DA10,A,00F8: IT / DATA MANAGEMENT,f,f,f,O
4919085.93,MARYLAND,A,F103,,,f,f,f,O
355543.43,VIRGINIA,D,R499,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,O
1145700,NEW YORK,A,R418,C,00L5: WATER INFRASTRUCTURE FINANCE AND INNOVATION,f,f,f,O
125000,COLORADO,A,R499,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C7: SUPERFUND: ENFORCEMENT,f,f,f,S
16758,DELAWARE,A,J066,C,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
15000,MISSOURI,D,F111,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
524186,MASSACHUSETTS,A,F101,A,0000: UNKNOWN;0046: CLIMATE PROTECTION PROGRAM,f,f,f,O
62156,OREGON,C,R420,B,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
364319.81,MARYLAND,D,F103,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
386761.68,CALIFORNIA,A,B510,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
46044.71,DELAWARE,F,6640,B,0053: DRINKING WATER PROGRAMS,f,f,f,O
641714,VIRGINIA,A,AJ11,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O
702077.54,CALIFORNIA,A,R425,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
171323.6,MASSACHUSETTS,G,J066,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,O
42864.99,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
854861.08,COLORADO,A,C219,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
44954.91,NORTH CAROLINA,A,J066,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
3506003.9,VIRGINIA,A,R499,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",f,f,f,O
887471.3,TEXAS,A,R499,A,00F8: IT / DATA MANAGEMENT,f,f,f,O
1497392.37,VIRGINIA,A,F999,C,"0000: UNKNOWN;0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;3091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,O
1843894.2,VIRGINIA,A,5810,A,0073: HOMELAND SEC:  PROTECTION OF EPA PERSONNEL & INFRASTRUCTURE;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O
65145,GEORGIA,A,J071,C,0000: UNKNOWN;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,t,f,f,S
0,MISSISSIPPI,G,U099,B,,f,f,f,O
14999,NORTH CAROLINA,G,B519,B,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,t,f,S
275000,OHIO,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,t,f,S
60000000,TEXAS,A,DA10,,,f,f,f,O
20000000,CALIFORNIA,A,F115,,,f,f,f,O
1367332.68,VIRGINIA,A,R425,C,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O
795232.68,OHIO,,F108,C,,f,f,f,S
49188.76,NORTH CAROLINA,A,R605,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,S
927897,TENNESSEE,A,R499,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,O
0.01,MONTANA,G,R606,B,00E3: ADMINISTRATIVE LAW,f,f,f,O
1600000,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
391330.37,VIRGINIA,D,6350,B,0000: UNKNOWN;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,t,t,f,S
10982.41,INDIANA,F,F108,B,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
11606.4,NEW HAMPSHIRE,A,7G22,C,0044: CIVIL ENFORCEMENT;0050: COMPLIANCE MONITORING;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;0088: MARINE POLLUTION;0089: NATIONAL ESTUARY PROGRAM / COASTAL WATERWAYS;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C7: SUPERFUND: ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL,f,f,f,S
15474.35,MISSOURI,A,R429,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
20000000,TENNESSEE,A,H399,,,f,f,f,O
178500,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
2128451,MASSACHUSETTS,A,R499,C,0053: DRINKING WATER PROGRAMS;00D4: SURFACE WATER PROTECTION;00K4: GEOGRAPHIC PROGRAM: SAN FRANCISCO BAY,f,f,f,O
71490.42,PENNSYLVANIA,A,M1AZ,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O
